image_id,disease,location,organ
20846379_F2,,hip joint space,pelvis
34812320_FIG2,hypotransparency,right lower lobe,lung
34961765_Fig3,,,
33425200_F4,Tuberculosis,,Spine
20875134_F2,Myocardial Infarction,Mid Myoepicardium,Heart
34812326_FIG1,Alveolitis,Alveoli of the left lung,Lung
34987767_f3,,,
33425183_F2,Pancreatic ductal adenocarcinoma,Pancreatic duct,Pancreas
33024157_Fig6,heterogeneity,,brain parenchyma
34812326_FIG3,alveolo-interstitial syndrome,left lung,lung
34966478_fig1,S100-induced autoimmune hepatitis,liver tissue,Liver
20976128_fig1,,,
34804405_f0002,Central Vascular Prominence,,Chest
34804405_f0002,Abnormal Alveolar Opacities,Mid and lower bilateral,Lungs
34804405_f0002,Small Effusions,Near the lung bases,Pleura
34966478_fig2,S100-induced autoimmune hepatitis (AIH),,liver
33425135_F5,Periodontal Disease,left molar region,Teeth
33425135_F5,Tumor,Ileocecal Junction,Large Intestine/Colon
33425135_F5,Peritoneal Carcinoma,,Peritoneum
33425135_F5,Lymphoma,mediastinal region,Lymphatic System
20975976_F0001,tumor,left,temporal lobe
34966478_fig3,automaticohepatitis,,liver
33370973_F4,cancer,,chest
20975976_F0002,tumor,left frontal,brain
23393637_F1,homogenous opacity,,right lung
23393637_F1,"mediastinal shift, herniation",,left lung
26942576_pone.0150925.g002,,,gastrocnemius
33370973_F5,prevalent lung metastasis,bronchus,lung
20975976_F0003,tumor,right parietal region,brain
34798549_f0010,exophytic osseous mass,,ribcage
26998194_fig6,,,lung
33370973_F6,,,lungs
20975976_F0004,tumor,left,temporal lobe of the brain
34824970_fig1,Pre-XDR TB,upper-middle right lung field,lung
26212819_F1,acute ischemic heart disease,,atrial tissue
26212819_F1,reperfusion injury,,atrial interstitium
20975976_F0005,tumor,left,temporal lobe
34824970_fig2,Opacity,Right hilar,Chest
34824970_fig2,Infiltrate,Left apex,Chest
34824970_fig2,Nodular structure,Left hilar,Chest
34824970_fig2,Lymph nodes enlargement,Bilateral peri-hilar,Chest
26212819_F2,Bacterial Infection,,Atrium
33370973_F8,metastasis,,lungs
21477271_F4,abscess,ventral side of L2 vertebral body,Vertebrae
26212819_F3,Inflammatory Infiltration,,Atrium
26212819_F3,Necrotic Myocytes,,Heart
21450061_F2,,,
34800192_Fig1,Vascular,,Right upper lobe of the lungs
34815908_FIG1,Atelectasis,Right lung,Chest
34815908_FIG1,Ground glass opacity,Left lung,Chest
26575024_F1,pancreatic ductal adenocarcinoma (PDAC),,pancreas
26575024_F1,,,pancreas
26575024_F1,KPC,,pancreas
26575024_F1,KPC-Brca1,,pancreas
33376930_F10,,,Glenoid
34820229_FIG7,atelectasis,,left lung
34820229_FIG7,pulmonary hemorrhage,bilateral areas,lungs
27042343_fig1,,,Lacrimal Gland
21673978_F3,Hypokinesia,Inferior wall,Left ventricle (LV)
34984112_FIG1,parenchymal lung opacities,left mid and lower zones,lungs
26979389_f3,hepatocarcinogenesis,,liver
26979389_f3,LIN28B protein expression,,liver
33359964_fig0015,Damage,,Eye Socket (orbital)
33359964_fig0015,Herniation,Superior Orbit,Frontal Lobe ( Inferior Anterior)
33359964_fig0015,Inflammation or infection,Right Frontal Sinus,Sinuses (Frontal/Sphenoid)
33359964_fig0015,Inflammation or infection,Sphenoid Sinuses,Sinuses (Frontal/Sphenoid)
21731771_pone-0021517-g001,,,thalamic
21731771_pone-0021517-g001,,,thalamic
21731771_pone-0021517-g001,,,thalamic
21731771_pone-0021517-g001,,,thalamic
21731771_pone-0021517-g001,,,thalamic
21731771_pone-0021517-g001,,,thalamic
34984120_FIG1,,,Lungs
35059401_F7,,,coccygeal intervertebral disc
21716867_F2,hematoma,,right parietal
21716867_F2,white matter hypointensities,,white matter
21716867_F2,brain atrophy,cortical regions,brain
21716867_F2,cerebrospinal fluid spaces,ventricular area,brain
34953426_f0010,surgical emphysema,around the neck region,neck (part of ribcage)
35058774_F1,COPD,,lungs
33359964_fig0030,Orbital Roof Fracture,intra-orbital extra coronal,orbit
21716867_F5,hemorrhage,,brain
21716867_F5,hemosiderin deposits (old microbleeds),right frontotemporal lobe,cerebrum
21716867_F5,fresh microbleed,left high posterofrontal region,cerebrum
21716867_F5,subarachnoid hemosiderosis,near a large primary lobar hemorrhage,subarachnoid space
34418809_f0015,Bariatric surgery,Enlarged heart,Thorax
35069854_f3-ETM-0-0-11096,Psoriasis,suprabasilar,skin
35069854_f3-ETM-0-0-11096,Psoriasis,subcorneal,skin
21731624_pone-0020790-g004,,vessel wall,left common carotid artery
34429305_F1,Tuberculosis,,Chest
35069854_f4-ETM-0-0-11096,Acantholysis,Suprabasilar area,Skin
35069854_f4-ETM-0-0-11096,Mixed Inflammation,Dermal area,Skin
33376675_fig1,Fibroadenoma,,Retroperitoneum
21772875_F1,Melanoma,,Organ
34429305_F2,Tuberculosis,,Chest
35069854_f5-ETM-0-0-11096,intraepidermal spongiosis,,epidermis
33362586_F1,,red,gluteal muscles
21772875_F2,,,Liver
21772875_F2,,,Liver
21772875_F2,,,Liver
34983474_Fig1,solid mass,lower lobe of right lung,right lung
27478685_Fig3,,,thymus
27478685_Fig3,,cortical lymphocytes,thymus
34532639_ytab324-F2,,left hand side,rib
27473057_Fig2,colorectal cancer,,colon
33520496_FIG1,Left frontal epidural bleed,,Frontal lobe of the brain
33520496_FIG1,Swirl sign with mass effect,Internal third,Brainstem
33520496_FIG1,Corpus callosal bleed,Superior cerebellar area,Cerebellum
21886621_F3,Abnormal enhancement of the right oculomotor nerve,Between the right superior cerebellar artery and the P1 segment of the right posterior cerebral artery,CNS (Brain)
33520488_FIG2,Distension of the bowels,Small bowel,Abdomen
33520488_FIG2,Distension of the bowels,Large bowel,Abdomen
27473203_Fig2,,,
33520488_FIG3,Free air in peritoneal cavity (indicative of gastrointestinal perforation),,Abdomen
34541338_f0005,Interstitial Lung Disease,,Right Lung
34541338_f0005,Pulmonary Fibrosis,,Right Lung
34541338_f0005,Restrictive Cardiomyopathy,,Right Lung
34541338_f0005,Ablation of the Mediastinum,,Right Lung
34541338_f0005,Cystic Fibrosis,,Right Lung
34541338_f0005,Pulmonary Edema,,Right Lung
34541338_f0005,Pericarditis or Masses in Abdomen Affecting the Mediastinum,,Right Lung
27504137_fig2,BPH,,prostate
34540229_fig1-2050313X211045232,Alveolar Consolidation,,Right Inferior Lobe of the Lungs
34540229_fig1-2050313X211045232,Alveolar Consolidation,,Left Superior Lobe of the Lungs
34540229_fig1-2050313X211045232,Coarse Opacities,Upper portions of both lungs,Lung Apex
27489562_F1,Chronic Kidney Disease,interstitium and around tubules,Kidney
33532109_fig2,jejunul lesion,anterior,jejunum
34625101_Fig1,SARS-CoV-2,,Thorax
34625101_Fig1,SARS-CoV-2,ground-glass opacities or consolidations,Lungs
35146480_fig2,Atopic Dermatitis,lesional skin areas,skin
35146480_fig2,Psoriasis,lesional skin areas,skin
33510703_F2,hematoma,,brain
21798008_F4,,,
34660032_FIG1,bilateral pneumonia,,lungs
35146480_fig8,,,epidermis
35146480_fig8,,,epidermis
35146480_fig8,,,epidermis
33510703_F3,,,brain
21798008_F5,,,
34660032_FIG2,,,Lungs
27494371_fig0015,fibrosing sarcoma,,
33511152_F1,mass,upper anterior,mediastinum
21798008_F6,,between the superior articular facet and the top part of the pedicle,lumbar spine
33511152_F2,None,,Heart
33511152_F2,None,,Thorax
21887068_F3,Taenia solium,eyes,orbit
34786188_F1,COVID-19,,lungs
34786188_F1,COVID-19,,lungs
33569168_f1,,aortomesenteric angle,aorta
21887169_F5,epidermoid cyst,brain stem,brain
34786188_F2,COVID-19 Pneumonia,Lower zone,Lung
34874911_F4,,,blood vessels
33569168_f2,,,duodenum
21801349_F2,cavernomas,,brain
21801349_F2,en coup de sabre linear scleroderma lesion,on the face or scalp,skin
34786188_F3,COVID-19 pneumonia,pleural (left),lungs
35102178_Fig6,Human CMV Infection,,Skin
32989229_Fig1,,,
21834998_F2,Abnormal Blood Flow/ Circulation,Periosteum and Superior Sagittal Sinus,Brain
34735483_pone.0258804.g001,Pneumonia,Lung fields,Lung
27618438_pone.0161144.g002,Lop-induced constipated rats,,transverse colon
21834998_F4,,,
34871247_F2,,,
27660471_f14-ott-9-5531,Cancer,,Tumor
33623632_F3,,,Abdomen
21897804_F3,lesion,anterior aspect of the pancreatic lesion,pancreas
21897804_F3,lesion,posterior aspect of the pancreatic lesion,pancreas
34765436_fig1,Left Lung Collapse,Left,Lung
27660471_f15-ott-9-5531,,tumor,breast
33597919_F2,proximal MCA occlusion,carotid arteries,brain
21915260_pone-0023379-g003,subependymal giant cell astrocytoma (SEGA),near the right foramen of Monroe,brain
21915260_pone-0023379-g003,liver angiomyolipoma,,liver
21915260_pone-0023379-g003,pulmonary function data,"data on FVC, FEV1, DLCO at weeks 0 and 52",lungs
27660471_f16-ott-9-5531,,,
33628463_f2,,,Lungs
33628463_f2,,,Liver
33628463_f2,,,Spleen
33628463_f2,,,Kidneys
33628463_f2,,,Spinal Column
33628463_f2,,,Ribcage
21957425_F4,Multiple Sclerosis,splenium of the corpus callosum,Brain
21957425_F4,Multiple Sclerosis,bilateral basal ganglia,Brain
34824936_FIG1,bilateral pleural effusion,areas surrounding the lungs,pleura
34824936_FIG1,blunting of costophrenic angles,costophrenic angles,chest wall
34824936_FIG2,Pleural Effusion,Lower lung fields,Pleura
35126115_F8,,,
33614307_FIG1,,within the trachea,trachea
35186300_fig1-20542704221079120,Pneumomediastinum,,mediastinum
35186300_fig1-20542704221079120,Subcutaneous emphysema,,subcutaneous tissue
27668882_pone.0159927.g004,Tumors showing chemosensitivity,,tumor
33614307_FIG2,Airway Stenosis,nasopharynx,Airways
33614307_FIG2,Airway Stenosis,oropharynx,Airways
33614307_FIG2,Airway Stenosis,below the cricoid cartilage,Trachea
21671076_Fig4,,,Calcaneus
35185348_fig1-11795476221078532,pleuritis,left upper portion,pleurium
26866882_img0020,Pseudopapillary dysplasia,Lobules,Adenoid
33614307_FIG5,Obstructive Lesion,Soft tissue,Neck
33643720_FIG3,,depressed area,knee
22096586_pone-0027508-g003,,,brachial lymph nodes
27699209_F4,Retina Degeneration,"Ganglion cell layer (GCL), peripheral areas",Retina
27699209_F4,Ganglion Cell Loss,Ganglion cell layer (GCL),Retina
27699209_F4,Müller Glial Activation,"ONH, temporal retina",Retinal Cells
33643720_FIG7,No disease mentioned,,left knee
22213805_fig7,,mo/MΦ,splenic
27699209_F8,,outer nuclear layer,retina
22279569_pone-0030190-g003,,,Brain
22166137_F1,,periventricular and sub-cortical white matter signal,Brain
35208635_medicina-58-00312-f006,right lung consolidation,,right lung
35208635_medicina-58-00312-f006,right lung consolidation,,right lung
35208635_medicina-58-00312-f006,right lung consolidation,,right lung
27598200_toxins-08-00259-f002,Duodenal Pathology,,Duodenum
33618677_Fig2,renal infarction,bilateral,kidneys
22383930_F4,,,
35208626_medicina-58-00303-f001,Abnormal chest X-ray findings,,Chest
35169197_Fig11,hepatocellular injury,"dilated central vein, marked by a star",liver parenchyma
35169197_Fig11,hepatocellular degeneration,vacuolar degeneration of hepatocytes indicated by red arrows, hepatocellular tissue
35169197_Fig11,autoimmune hepatitis,"focal nodular hyperplasia marked by a selected square, hyperplastic cells mixed with lymphocytic infiltration, indicated by arrows",liver parenchyma
35169197_Fig11,portal hypertension,"extensive widening and congestion in the portal veins, marked by red stars, periportal edema indicated by black stars",portal_vein tissue
35169197_Fig11,cholestasis,"periportal fibrosis and edema marked by stars, newly formed bile ductules indicated by arrows",liver parenchyma
33601329_fig0010,Hydatid Cyst,right side,Thorax
22347685_F12,Liver Lesions,around the lesions,Liver
35208626_medicina-58-00303-f002,,,Lungs
33633894_FIG4,pelvic abscess,,pelvis
22347685_F13,,,portal veins
35208626_medicina-58-00303-f003,,,
33633894_FIG5,Infection,,Body
22347685_F14,F. hepatica,,common bile duct
35359553_F1,,,trunk
35359553_F1,,,chest area
27708768_Fig7,,,
33633902_FIG2,,sulci,brain
22347685_F19,pyogenic multiple liver abscesses,,liver
22347685_F19,pyogenic multiple liver abscesses,,liver
22347685_F19,pyogenic multiple liver abscesses,,liver
35388279_F1,,,
33718783_fig1,,,circulatory
22371809_F0002,Herniated Disc,Right Side,Brain
35216101_ijms-23-01985-f004,,,testis
22182855_F1,lesion,,trigone
35388279_F3,pneumonia,,lungs
25826080_F1,,,Liver
33680617_FIG3,subcutaneous emphysema,"retropharyngeal space near the esophagus and between the neck fascia down into the upper chest left axilla supraclavicular regions, and the mediastinum",chest
22182855_F2,Signal void brain lesion,left trigone,brain
22182855_F2,Vasogenic edema,,brain
35386153_FIG1,,left lower lung,lung
27081083_F3,Hepatocellular Carcinoma,surface,Liver
33680617_FIG4,subcutaneous emphysema,retropharyngeal space,neck
33680617_FIG4,subcutaneous emphysema,upper chest and left axilla,neck
33680617_FIG4,subcutaneous emphysema,supraclavicular regions,neck
33680617_FIG4,subcutaneous emphysema,mediastinum,neck
22182855_F3,Lesion,left trigone area,Brain
33661896_pone.0235454.g002,,incision,jugular vein
22457741_pone-0033182-g010,,,brain
27833798_fig-2,neuronal damage score,middle cerebral artery,cortex
33804222_pharmaceutics-13-00391-f001,,,
22506005_pone-0033660-g001,,"upper part of the image, representing the tissue within the cranial cranial fossa region of the brain",brain
22506005_pone-0033660-g001,,lower back part of the brain,brain
22506005_pone-0033660-g001,,"lower central part of the image, representing the brainstem region, which connects the cerebrum and cerebellum to the spinal cord",brain
22506005_pone-0033660-g001,,"central part of the image, representing the region of the cranial cranial fossa",brain
27842605_Fig4,intestinal metaplasia,,epithelium
27842605_Fig4,adenocarcinoma component and intestinal metaplasia,,gallbladder
22511933_pone-0034163-g004,,"-9, -41, 37 mm",posterior cingulate cortex
22511933_pone-0034163-g004,,"-9, -47, 19 mm",posterior cingulate cortex
22511933_pone-0034163-g004,,"-9, -41, 13 mm",posterior cingulate cortex
22511933_pone-0034163-g004,,"-9, -47, 25 mm",posterior cingulate cortex
35444857_F4,,,ribcage
33802952_healthcare-09-00341-f001,Inflammatory process,Right parietal lobe,Brain
22421723_F2,,mass,mesentery
35444838_F6,pneumomediastinum,central compartment of the thoracic cavity,mediastinum
35444838_F6,pneumothorax,partially or completely collapsed lung fields,pleural cavity
27872712_F2,Keloid or hypertrophic scars,Dermal layer,Skin
22523539_pone-0033096-g002,Left Hippocampal Sclerosis,left,Hippocampus
23432906_F1,Acute Lower Respiratory Infection,,Lung
27882056_fig3,Cancer,Scattered psammomatous calcifications,Lung
33827427_Fig1,Primary Liver Tumor,,Liver
33827427_Fig1,Primary Liver Tumor,,Liver
33827427_Fig1,Lipiodol-Producing Angiosarcoma,,Liver
21772018_fig2,,,
27928496_fig3-2041731416680319,,defect area,tibia
33927871_f2,pneumoperitoneum,peritoneal cavity,peritoneum
33927877_f2,Cecum Volvulus,,Cecum
22720183_fig2,distension,,Uterus
22720183_fig2,distension,,Cervix
22720183_fig2,compressed,with little urine,Bladder
35213815_f1,COVID-19,,Lungs
35213815_f1,COVID-19,left upper lobe,Lungs
35213815_f1,COVID-19,right lower lobe,Lungs
35213815_f1,COVID-19,bilaterally dispersed in both lobes,Lungs
35213815_f1,COVID-19,across bilateral areas of the lungs,Lungs
28003940_FIG6,breast cancer,,breast
33927877_f3,Cecum volvulus,Volvulus,Cecum
22720183_fig4,bicornuate uterus,bcicornuate,uterus
23618036_F1,arch aneurysm,superior,mediastinum
28003940_FIG7,cancer,,Unknown
33927882_f2,pneumonia,,trachea
22715425_SHORTS-11-137F3,multiple sinuses,,brain
27853067_g006,hepatocellular carcinoma,,liver
33954001_fig2,Swelling or lymphoedema,Left periauricular area,Head
22715428_SHORTS-11-139F2,acute ischaemic stroke,left occipital lobe,brain
35433055_fig1,Bacterial Lung Infection,Interstitium and Alveoli,Lungs
35433055_fig1,Fibrosis,Right Lung Basal Region,Lungs
33924371_jcm-10-01648-f001,Parathyroid adenoma,Left sternocleidoid muscle next to a clip,Parathyroid gland
33924371_jcm-10-01648-f001,Parathyreomatosis,,Parathyroid gland
22719120_F1,Morton's neuroma,third interdigital space,foot
28101177_f2-etm-0-0-3853,,,myocardium
33926558_Fig4,tumor metastasis,sigmoid colon,colon
33926558_Fig4,solid nodule,,liver
22719120_F2,Morton's neuroma,,fifth lumbar nerve root
28072751_F4,Myxoid nodule,,mucosal area
28072751_F4,Hemorrhage,,mucosal area
28072751_F4,Thrombosis,,vessels
33926432_Fig3,Lymph node enlargement,Gastrohepatic ligament,Abdomen/Pelvis
28072751_F5,vessel thrombosis,extensive vessel thrombosis at 100x magnification,vessel
28072751_F6,,,
33948410_FIG1,,left,nasal cavity
23477187_F3,graft ureter,,ureter
33948410_FIG2,Osteolytic Damage,Atlas,Cervical Spine
23130213_F3,,,periventricular white matter
28239500_fig5,Ependymoma,,Brain
33948410_FIG3,Osteolysis,Occipital region,Skull
23130213_F4,tumor,corona radiata region,brain
34868787_FIG1,congestive heart failure,upper lobes,lungs
34868787_FIG1,pneumonia,lower part of the left lung,lungs
27555459_figE2,Primary cutaneous anaplastic large cell lymphoma,chest,skin
27555459_figE2,Primary cutaneous anaplastic large cell lymphoma,,dermis and subcutis
27555459_figE2,Large T cells with various markers,lymph nodes,lymphatic system
33948410_FIG4,osteolytic damage,,clavicle
34868787_FIG3,pneumonia,,lungs
27555459_fig2,Epstein-Barr Virus (EBV),,Lymphatic System
27555459_fig2,Cytomegalovirus (CMV),,Lymphatic System
27555459_fig2,Mucosal Nodules,Mucosal area around the trachea,Respiratory System
33976447_F1,Ground-Glass Opacities (GGO),subpleural,chest
33976447_F1,Traction Bronchiectasis,lung tissue,chest
23115720_fig444,,posterior epidural space,Epidurals
34925984_FIG1,COVID-19 pneumonia,Ground glass opacities,Lungs
27875772_f0005,Gastroesophageal junction adenocarcinoma,,Gastrointestinal tract
27875772_f0005,Breast cancer,,Gastrointestinal tract
33976447_F2,ground glass opacity,subpleural regions near the pleura,lungs
23115720_fig445,Multiple Sclerosis Lesion,Posterior,Epidural Space
34886830_Fig1,,,
28151854_F2,advanced intraepithelial neoplastic changes,,ampulla of Vater
28151854_F2,focal malignant changes,,ampulla of Vater
33976447_F3,,subpleural,lungs
23092245_F4,Hypertension,,Trachea
23092245_F4,RSAA,,Trachea
33968822_gf03,Hematoma,left gangliocapsular region,Brain
34918696_F2,Infection,Left Lung,Lung
28166758_Fig1,Normal Stroma,,Ovary
28166758_Fig1,Benign Ovarian Tumors,,Ovary
28166758_Fig1,Low-Grade Serous Ovarian Tumors (LGS),,Ovary
28166758_Fig1,Endometrioid Ovarian Tumors,,Ovary
28166758_Fig1,High-Grade Serous Ovarian Tumors (HGS),,Ovary
33959254_f1,Appendicitis,inguinal region,Appendix
23150838_fig2,Mass of uncertain origin,Ectopic left kidney,Ectopic left kidney
34918696_F4,Pulmonary edema,left lung,left lung
33948404_FIG1,Fracture,Middle to posterior region of the mandible,Mandible
23150838_fig3,mass,ectopic,kidney
28191316_Fig2,,,skin
34925841_fig1-2050313X211065791,multifocal pulmonary opacities,,Pulmonary
27509178_F1,Retroperitoneal Tumor,,Retroperitoneum
23133768_fig1,tumor,"left hemivertebra, pedicle, and hemilamina of L2 vertebra",spine
33752276_f2-yujm-2020-00885,Pulmonary edema,Areas marked by arrows,Lung
33752276_f2-yujm-2020-00885,Pleural effusion,Areas marked by arrows,Lung
33752276_f2-yujm-2020-00885,Mild cardiomegaly,Arrows pointing to the heart,Heart
28319158_pone.0173914.g004,Non-Alcoholic Fatty Liver Disease (NAFLD),,Liver
33948420_FIG1,necrosis,left side,adrenal gland
23184212_f3-cln_67p1327,Graves' orbitopathy,orbits,eye
28315818_fig0010,,areas of injury or disease,mesothelium
33933041_Fig1,peritonitis,left preperitoneal space,preperitoneum
23144811_pone-0047266-g001,tumor,,brain
34930738_F4,,,chest
28377715_F2,Inflammation,,Lungs
33896932_f3-amjcaserep-22-e929816,,,
23243534_fig1,cortical hyperintensities,occipital lobes,cortex
28413317_fig1,Atopic Dermatitis,,Skin
34027306_fig0001,Thrombosis,Left renal artery,Kidney
34027306_fig0001,Infarction,Left kidney parenchyma,Kidney
23243534_fig2,bilateral cortical hyperintensities,empty string,cerebral hemispheres
35070261_f1,Tumor,right upper lung field,Lung
28333137_fig1,Acute Kidney Injury,,kidney
34027306_fig0002,thrombosis,left renal artery,kidney
34027306_fig0002,infarction,left kidney,kidney
23243536_fig2,Axillary reticular mass lesion,Reticular mass,Axilla
28399860_Fig5,LLC1 tumors,,subcutaneous
34025967_f1,,,
35178207_F6,,,
28451405_f3-mco-0-0-1139,Primary intraductal papillary neoplasm of the bile duct,Atypical biliary epithelium along fibrovascular stalks,Bile duct
28451405_f3-mco-0-0-1139,Intestinal-type neoplasm,Tumor cells with elongated nuclei and nuclear stratification,Bile duct
28451405_f3-mco-0-0-1139,Mucoepilic stump,MUC2 immunoreactivity,Bile duct
28451405_f3-mco-0-0-1139,Mucin core protein expression,MUC5AC immunoreactivity,Bile duct
33980806_f1-amjcaserep-22-e928355,Abdominal perforation,,Abdomen
35117260_f3,...,...,...
28454292_f6-ol-0-0-5635,,,
34055133_fig2,,,calvarium
23326275_fig1,Cyst Lesion,Suprasellar,Cistern (brain)
34695786_f1,Mass,Right lower lung field,Lung
28451406_f2-mco-0-0-1160,,,
33156949_Fig1,Liver Fibrosis,,Liver
23326275_fig3,cyst lesion,,
23326275_fig3,symmetrical lesions,basal ganglia,brain
35130207_f2-amjcaserep-23-e935264,COVID-19,Patchy infiltrate bilateral,Lungs
34026952_f0020,Osteomyelitis,,Bone
23323213_f4,,,brain
35165605_FIG2,Interstitial Lung Disease,,Lungs
28440285_f6,Tumor biology study,,tissue
28440285_f6,Tumor biology study,,tissue
28440285_f6,Tumor biology study,,tissue
28440285_f6,Tumor biology study,,tissue
28440285_f6,Tumor biology study,,tissue
34026952_f0025,Osteomyelitis,Right,Mandible
23405083_pone-0054483-g001,,,hippocampus
28533986_fig-1,Liver Damage,,liver
34026109_fig1,,,
22760942_Fig2,Multiple Sclerosis,along the intrapontine course of trigeminal afferents,brain
35282482_f3,Pneumonia,Right lower lung lobe,Lung
35282482_f3,Flexigrip clips,Ribcage,
28418864_F5,,,hearth
31965114_fig001,,,bladder
23409130_pone-0056098-g003,None,,feet
35282420_F1,Pulmonary Tuberculosis,,Lung
35282420_F1,Diabetic Mellitus,,
28555169_fig3,Inflammatory Bowel Disease,Lamina Propria,Colon
33925354_microorganisms-09-00932-f001,Fibrotic lung involvement,,Lung
23324871_Fig8,Alzheimer's disease,,brain
35282420_F2,Pulmonary Tuberculosis,,Lungs
28555169_fig4,tuberculosis,lamina propria,gland
34119938_f0005,Pneumonia,Right lobe,Lung
23533909_fig4,Spinal Tumor,Left,Spinal Cord
23533909_fig4,Spinal Tumor,T8-9 level,Cerebral Spinal Fluid
35314599_geriatrics-07-00027-f002,Pneumonia,Right Middle Lobe,Lung
28555169_fig5,Strongyloides,lumen,Colon
34119938_f0015,mesenteric ischemia,ascending colon or right ilium,mesenterium
23533909_fig5,aggressive tumor,multiple levels of the thoracic spine,spinal cord
24106535_f1-wjem-14-435,left rib fractures,,chest
24106535_f1-wjem-14-435,hemothorax,left side,chest
24106535_f1-wjem-14-435,left diaphragmatic rupture,,diaphragm
24106535_f1-wjem-14-435,biventricular pacer,near the heart,heart
22493654_F1,tumor,invading,orbit
22493654_F1,tumor,right side of the skull base,skull base
22493654_F1,tumor,surrounding bones,bones
22529584_F10,infection,,alveolus
22529584_F10,infection,floor of the left maxillary sinus,maxilla
27298689_fig2,Cancer,Left iliac bone and sacrum,Pelvis
22645406_fig5,hematoma,right lobe of the liver,liver
19461210_F3,Pulmonary Necrosis,Alveoli,Lung
19461210_F3,Toxoplasmosis,Alveolar Macrophages,Lung
24137371_f2-ol-06-02-0565,,right testicular region,right testis
25136471_fig3,free gas,mediastinum,lungs
25136471_fig3,free gas,subcutaneous tissue,lungs
25136471_fig3,free gas,dorsal soft tissues,lungs
25136471_fig3,free gas,pectoral soft tissues,lungs
25136471_fig3,free gas,soft tissues and muscles from the maxillary to the sternocleidomastoid muscle,lungs
28529661_Fig1,Hip impingement or osteoarthritis,femoral head and neck,femur
31172096_F5,foreign body,C7-D1 foramen right side,neck
31172096_F6,,right side of the back chest region,bile ducts
34040907_FIG3,centrilobular necrosis,parenchyma,Liver
35036771_fig7,,,
33359964_fig0010,Bifrontal hemorrhagic contusion,Left and right greater than right,Frontal lobe
33359964_fig0010,Intraparenchymal hematoma,"Left anterior frontal lobe, gmw",Brain
33359964_fig0010,Communital fracture with adjacent epidural hematoma,Squamous portion of the left temporal bone and greater wing of sphenoid bone,Skull base
33359964_fig0010,Focal defect,Left orbital roof,Orbit
35330669_fig0001,pneumothorax,,lung
28638113_Fig1,Malignant Sarcoma,,
28638113_Fig1,Adenoid Structure,,orbit
34127938_fig5,SARS-CoV-2 Pneumonia,,Lungs
23486773_f3,,bilateral orbits,orbits
35330669_fig0003,,left,Lung
28638113_Fig4,EML4-ALK Fusion,,Tissue Sample from Case 4
34123622_FIG1,Pleural Effusion,Chest Cavity,Pleura
23533886_fig2,,head and neck,skull base
35330669_fig0005,pneumothorax,,lung
35330669_fig0005,suspected pneumothorax,,lung
28637440_Fig4,,,Parathyroid gland
23710135_fig1,,,
35330590_fig1,,"lungs, heart, ribcage, surrounding tissues",chest
28637440_Fig8,Parathymic abscess,,parathyroids
34123621_FIG3,intracranial hemorrhage,tissues,brain
35330590_fig4,,Within the thoracic region,Thoracic region
28648876_fig0020,LCIS,,small bowel
34123616_FIG1,hemorrhage,left temporo-occipital area,brain
23497586_F1,,tumor,organism
35330590_fig5,,,lungs
28640838_pone.0178503.g001,,,lymph node
34123616_FIG3,Rebleeding,previous hemorrhage site,Brain
34123616_FIG3,Resorption of intracranial hemorrhage,adjacent or surrounding the rebleeding site,Brain
28642461_Fig5,,,
33113325_f2,COVID-19,,
28216624_fig4,Metastatic Lung Cancer,metastatic tumor nodules,Lung(s)
23721780_f0005,Wernicke's Atrophy,left peri-Sylvian area,brain
23721780_f0005,Temporal Lobe Epilepsy,right anterior and mesial temporal lobe regions,brain
28734185_fig0015,small cell neuroendocrine carcinoma,,
23914117_F1,Meningioma,Supra-sellar,Brain
23914117_F1,Carcinoma (metastatic),Supra-sellar,Brain
35444915_FIG2,bi-basilar opacities,right lung fields,lungs
23819854_F2,Tumefactive-like,hemisphere,cerebellum
23819854_F2,ADEM-like,,brain white matter
23819854_F2,PRES-like,,occipital lobe
23819854_F2,MS-like,,brain white matter
35444913_FIG1,Pleural Effusion,Right-sided,Pleur
35444913_FIG1,Perihilar Congestion,Surrounding areas near the heart and main bronchi,Lung
35444913_FIG1,Cardiomegaly,,Heart
28738823_Fig4,pancreatic fibrosis,,pancreas
34158951_f3,,,Eye
23865826_F3,,,
35455599_children-09-00555-f001,pneumonia,right lung,right lung
28881729_F2,mc-38 cell line,,liver
34159017_FIG1,sclerosis,affected area,T12 vertebrae
24003396_f3,Rectal Cancer,Mesorectal Fascia,Rectum
34159017_FIG2,Enlarged lymph node,Abdominal region,Lymphatic system
23727124_fig0005,stroke,,brain
23727124_fig0005,stroke,,striatum
34159007_FIG1,Primary renal lymphoma,Right renal parenchyma,Kidney
24024067_fig1,,left distal,ureter
35637824_FIG3,pneumothorax,right side of the X-ray,lungs
35637824_FIG3,pleural effusion,left side of the X-ray,lungs
28932082_F3,Other Liver Disease,,Liver
28932082_F3,Other Liver Disease,,Liver
28932082_F3,Other Liver Disease,Ad-PTEN,Liver
28932082_F3,Other Liver Disease,Ad-G129E,Liver
24024067_fig2,hydroureteronephrosis,ureter,kidney
34159018_FIG1,pleural plaques,between the two lungs or around the thorax,pleura
24024088_Fig3,,,left biceps femoris muscle
34159018_FIG2,peritoneal carcinomatosis,,omentum
