28815010_fig1-2041731417724011,absence of visible cell nuclei,decellularized human dermis,dermis
25885398_F1,craniosynostosis,pan sutural,skull
25885398_F1,shallow retracted orbital rims,orbital,skull
25885398_F1,Osteopetrosis,bone,bone
25885398_F1,bone growth,bone,bone
34927381_advs3303-fig-0004,microglial,brain,brain
16646568_F1,pneumonia,alveoli,lung
29082045_fig2,epithelioid histiocytes,atrial appendage tissue,atrial appendage
29082045_fig2,lymphocytes,atrial appendage tissue,atrial appendage
29082045_fig2,caseating granuloma,atrial appendage tissue,atrial appendage
29082045_fig2,fungal elements,central necrosis,atrial appendage
25885632_F1,pheochromocytoma,primary tumor,kidney
25885632_F1,metastasis,,kidney
35228869_fig3,mural thickening,artery,artery
35228869_fig3,perivascular thickening,artery,artery
16295785_F6,metastatic nodules,right lower lobe,lungs
16295785_F6,metastatic nodules,left upper lobe,lungs
16295785_F6,metastatic nodule,right upper lobe,lungs
28982110_fig5,sinusoidal growth pattern,sinusoidal vessels,liver
28982110_fig5,tumor cell emboli,lumen of liver vessels,liver
25885618_F1,atelectasis,left lower lobes,lung
25885618_F1,hyperinflation,right upper lobes,lung
25885618_F1,hyperinflation,mid lobes,lung
25885618_F1,pruned bronchovascular markings,,lung
25885618_F1,mediastinal shift,,lung
35251728_fig1,lobulated lesion,superficial lobe,parotid gland
24459628_F1,enlarged cardiac silhouette,heart,heart
24459628_F1,enlarged right hilum,right hilum,lung
24459628_F1,increased lower lobe stranding,lower lobe,lung
29255346_f3-dddt-11-3449,lipid accumulation,liver tissue,liver
35234063_fig3-15347354221078888,HCC,tumor nodules,liver
35234063_fig3-15347354221078888,hemorrhage,empty,liver
35234063_fig3-15347354221078888,inflammation,inflammatory cells,liver
35234063_fig3-15347354221078888,fibrosis,empty,liver
24459628_F2,pulmonary vascular congestion,lung,lungs
24459628_F2,effusions,lung,lungs
29250311_rjx234F2,chronic inflammation,empty,sinonasal mucosa
29250311_rjx234F2,stromal fibrosis,empty,sinonasal mucosa
25289257_F2,metopic craniosynostosis,metopic suture,skull
35250538_F1,cerebrovascular disease,brain,brain
24459628_F3,acute lung injury,lung,lungs
29250311_rjx234F3,inflammatory infiltrate,kidney,kidney
35469301_fig0002,neural foraminal stenosis,L4-L5,spinal
35469301_fig0002,loss of intervertebral disc height,L1-L2,spinal
35469301_fig0002,loss of intervertebral disc height,L4-L5,spinal
35469301_fig0002,retrolisthesis,L1-L2,spinal
35469301_fig0002,posterior disc osteophyte complex,L1-L2,spinal
35469301_fig0002,spondylolisthesis,L4-L5,spinal
35469301_fig0002,neural foraminal stenosis,L4-L5,spinal
15906965_F5,pleural effusion,right lung,lung
15906965_F5,pleural effusion,costophrenic angle,lung
29264328_g01,T. gondii cyst,heart tissue,heart
25289319_F1,resorption of β-TCP,glomeruli,kidney
35469301_fig0004,channel,right L5 pedicle,pedicle
15906961_F1,broncholith,right lower basal bronchial opening,bronchus
15906961_F1,hilar calcifications,,hilum
15906961_F1,calcific lesion,right lower bronchus,bronchus
29264328_g02,T. gondii cysts,midbrain,brain
29264328_g02,T. gondii cysts,brainstem,brain
25289294_F4,fracture,facial region,face
25289294_F4,herniated tissue,periorbital tissue,eye
25289294_F4,herniated tissue,,maxillary sinus
35501517_Fig3,ADC values,,tissue
35501517_Fig3,f values,,tissue
15906961_F2,broncholith,right lower basal opening,lung
15906961_F2,broncholith,right lower lobe,lung
15906961_F2,broncholith,intrapulmonary calcific lymph node,lung
29515343_F1,lipofuscin granules,,myenteric neuron
29515343_F1,vacuolated neurons,,myenteric neuron
25289294_F10,fracture,,facial region
25289294_F10,herniated tissue,periorbital,right eye
25289294_F10,herniated tissue,,maxillary sinus
35694710_fig5,ischemic stroke,brain region,brain
24454900_pone-0085612-g001,tuberculosis,lung,lung
29515343_F2,necrosis,shadow,neuron
25289294_F16,fracture,orbital region,eye
25289294_F16,fracture,,maxillary sinus
35694710_fig6,ischemic stroke,axial view,brain
35694710_fig6,ischemic stroke,coronal view,brain
35694710_fig6,ischemic stroke,sagittal view,brain
24454900_pone-0085612-g003,active tuberculosis,lung,lung
24454900_pone-0085612-g003,active tuberculosis,lung,lung
24454900_pone-0085612-g003,active tuberculosis,lung,lung
29237996_fig_003,cyst,frontal lobe,cerebrum
29237996_fig_003,perivascular cuffing,frontal lobe,cerebrum
25302110_F4,pulmonary metastases,multiple areas,lung
25302110_F4,pneumothorax,left-sided,lung
30747105_fig7,TUS,kidney,kidney
24524005_F1,pulmonary edema,lung fields,lung
29584737_pone.0194795.g004,pathological lesions,corneas,corneas
25309666_F0001,malpositioned left pedicle screw,spinal canal,spinal
30758687_Fig6,tricuspid valve regurgitation,,right ventricle
30758687_Fig6,tricuspid valve regurgitation,,right atrium
26057910_fig1,alveolar infiltrate,right upper lung field,lung
26057910_fig1,trachea deviation,aortic arch,trachea
29599906_F2,adenocarcinoma,alveoli,lung
29599906_F2,small cell-like tumor,bronchi,lung
25298718_F5,brain,brain,head
30758687_Fig13,hypertrophied RV wall,wall,right ventricular
26029587_fig1,tularemia,alveoli,lungs
29396786_Fig3,adenocarcinoma,focus,prostate
25298718_F6,bones,bone,bones
30760330_Fig5,left ejaculatory duct,,pelvis
30760330_Fig5,dilated SVC,,pelvis
26029587_fig2,cat-scratch disease,chest area,lungs
29805829_fig2,tumor,pelvis,renal
25298720_F3,deformed condylar mass,condylar mass,mandible
30886222_Fig2,spinobulbar muscular atrophy,calf,muscle
30886222_Fig2,spinobulbar muscular atrophy,thigh,muscle
30886222_Fig2,spinobulbar muscular atrophy,upper arm,muscle
26029587_fig3,idiopathic granulomatous mastitis,breast,breast
29805829_fig3,papillary tumor fronds,floating,kidney
25298721_F6,lesion,body,body
30889482_fig3,RUNX1 mRNA nanomicelles,,coccygeal disk
30889482_fig3,naked RUNX1 mRNA,,coccygeal disk
30889482_fig3,saline,,coccygeal disk
26057468_fig1,right-sided basal infiltrate,right-sided basal,lung
26057468_fig1,pleural effusion,right lung's lower border,lung
29805829_fig4,tumor cells,unknown,unknown
25298728_F3,intrathoracic lesion,lesion,chest cavity
30100373_fig3,MRI,body,body
26029582_fig1,diffuse patchy opacification,lung fields,lung
29805819_fig1,lymphoplasmacytic infiltrate,portal tracts,liver
29805819_fig1,interface activity,,liver
29805819_fig1,hepatic necrosis,multiple areas,liver
29805819_fig1,plasma cells,foci,liver
25298729_F3,venous malformation,,parotid muscle
25298729_F3,venous malformation,,parotid gland
30888559_Fig1,MRI,empty,brain
30888559_Fig1,PET,empty,brain
26029499_fig1,consolidation,right basal,lung
29805819_fig2,hepatic necrosis,areas,liver
29805819_fig2,lymphoplasmacytic infiltrate,portal tracts,liver
29805819_fig2,interface activity,border,liver
25349599_F2,haziness,empty,mesentery
30972003_F2,intraparenchymal hemorrhage,intraparenchymal,brain
30972003_F2,subarachnoid hemorrhage,subarachnoid,brain
30972003_F2,microhemorrhages,microhemorrhages,brain
30972003_F2,traumatic vascular injury,branching structures,brain
24707181_f1-tcrm-10-207,lungs,alveoli,lungs
24707181_f1-tcrm-10-207,heart,myocardium,heart
24707181_f1-tcrm-10-207,ribcage,sternum,ribcage
24707181_f1-tcrm-10-207,soft tissues,muscle,soft tissues
29805438_fig6,tissue structure,mouse histology,mouse
24671489_Fig1,fractures,ribs,chest
31037040_fig1-1179573519843492,MRI scan,kidney,kidney
24744938_fig1,pneumothorax,pleural space,lung
24744938_fig1,nodular opacities,pleural space,lung
29740080_Fig5,osteoclasts,bone,bone
24804985_Fig3,pelvic ring injury,pelvic ring,pelvis
31341979_f0005,Magnetic,empty,tissue
31341979_f0005,Computed,empty,tissue
29963369_fig1,epithelial neoplasm,distinct papillary foci,tissue
29963369_fig1,epithelial neoplasm,cells containing abundant eosinophilic cytoplasm,tissue
29963369_fig1,epithelial neoplasm,cells containing cytoplasmic vacuoles,tissue
25346764_F3,Zero-profile device,C6/7 level,spine
25346764_F3,bridging bone formation,around the device,spine
30115962_Fig6,dichloromethane,cell membrane,tissue
25834786_f0005,pan-sinus opacification,sinuses,paranasal sinuses
25834786_f0005,bone destruction,orbital,orbital floor
25834786_f0005,bone destruction,maxillary sinus,medial maxillary sinus wall
29491299_g003,adult T-cell leukemia lymphoma,lymph node,lymph node
25810964_F4,diaphragmatic injury,left,diaphragm
25810964_F4,hemothorax,left,thorax
25810964_F4,abdominal content,,abdomen
31341986_f0010,signal decrease,,kidney
30128043_F6,AE1/AE3 staining,epithelium,urethra
30128043_F6,desmin staining,smooth muscle,urethra
30128043_F6,CD31 immunohistochemical staining,blood vessels,urethra
24876504_RJU032F3,air,,face
24876504_RJU032F3,air,retropharyngeal,neck
24876504_RJU032F3,air,mediastinum,chest
31212736_sensors-19-02650-f003,multifidus (MF),multifidus (MF),muscle
31212736_sensors-19-02650-f003,erector spinae (ES),erector spinae (ES),muscle
30143890_Fig8,karyopyknosis,,liver
30143890_Fig8,karyopyknosis,,lung
30143890_Fig8,karyopyknosis,,kidney
25346852_fig5-2047981614549269,bone erosions,interapophyseal joint,joint
25346852_fig5-2047981614549269,bone erosions,sacroiliac joints,joint
25346852_fig5-2047981614549269,bone erosions,erosion,bone
31384421_fig6-2042018819865723,diabetic nephropathy,glomeruli,kidney
31384421_fig6-2042018819865723,diabetic retinopathy,retina,kidney
30177931_F1,hepatitis,hepatic sections,liver
25346851_fig1-2047981614546794,calcifications,spots,sphenoid sinus
31358029_Fig2,squamous cell carcinoma,nasopharynx,parotid gland
31358029_Fig2,melanoma,,parotid gland
31358029_Fig2,squamous cell carcinoma,nasopharynx,parotid gland
31358029_Fig2,carcinoma,pleomorphic adenoma,parotid gland
30159386_fig2-2374289518790926,lesion,nodule,breast
25379304_fig1,pulmonary fibrosis,basal areas,lung
31358029_Fig3,squamous cell carcinoma,base of the tongue,submandibular gland
31358029_Fig3,melanoma,,submandibular gland
31358029_Fig3,squamous cell carcinoma,tonsil,submandibular gland
31358029_Fig3,squamous cell carcinoma,nasopharynx,submandibular gland
24887148_F1,cardiomegaly,heart,heart
30159386_fig3-2374289518790926,breast nodule,breast,breast
25374713_fig1,hepatocellular carcinoma,segment 6,liver
31440854_Fig1,aortic diameters,aortic root,aorta
31440854_Fig1,aortic diameters,ascending aorta,aorta
31440854_Fig1,aortic diameters,aorta,aorta
31440854_Fig1,aortic diameters,brachiocephalic trunk,aorta
31440854_Fig1,aortic diameters,aortic arch,aorta
24910831_F1,lung,lung,lung
30159356_fig2-2324709618796659,dermal edema,dermal,skin
30159356_fig2-2324709618796659,lymphohistiocytic inflammatory cells,dermal,skin
25374719_fig1,hepatic parenchymal injury,parenchymal,liver
31442281_pone.0221569.g004,Streeter's classification,diaphysis,femur
31442281_pone.0221569.g004,Streeter's classification,epiphyses,femur
24963195_F1,anteriorly displaced trachea,trachea,trachea
30159356_fig5-2324709618796659,granulomatous inflammatory cells,tissue,tissue
25379564_fig4,parotidectomy,left parotid area,parotid
25379564_fig4,autologous fat graft,moderate partial atrophy,autologous fat graft
31368891_fig6,tractography,subcortical auditory,brainstem
24936485_fig9424,pacemaker lead tip,ventricle,left ventricle
30159356_fig7-2324709618796659,granulomatous inflammatory cells,GIN,kidney
25374945_fig1,pleural effusion,right,pleura
25374945_fig1,haemothorax,right,pleura
25374945_fig1,neoplasm,parietal,pleura
31475235_FI1400-1,avidly enhancing mass,pineal region,pineal
31475235_FI1400-1,peripheral calcification,peripheral,pineal
31475235_FI1400-1,hydrocephalus,,pineal
24886616_F1,lesion,right lower lung field,lung
30159356_fig9-2324709618796659,vesiculated subepidermal layer,skin,skin
25374954_fig1,osteolytic skull base lesion,right jugular foramen,skull
31507530_F4,tumor mass,brain,brain
24987240_F1,fluid overload,lung fields,lungs
30159356_fig11-2324709618796659,vesiculated layer,vesiculated layer,skin
30159356_fig11-2324709618796659,subepidermal edema,subepidermal edema,skin
25861506_fig4,density,right upper lobe,lung
31441854_F5,inflammation,L1 vertebra,vertebra
25408752_F1,endotracheal tube,trachea,trachea
30155387_FIG1,lymphoblastic lymphoma,nodal invasion,lymph node
25861506_fig9,brain metastases,metastases,brain
25861506_fig9,breast tissue,metastases,brain
31441849_F1,hyperintense lesions,occipital and temporal lobes,brain
31441849_F1,hyperintense lesions,cerebellum,brain
25610508_f01,hypertransparent area,upper mediastinum,mediastinum
30197508_f3-cia-13-1465,fracture callus,bone,femur
25852957_fig1,larynx,thyroid cartilage,larynx
31441849_F2,brain MRI,brain,brain
25515134_Fig1,lung nodules,multiple lung nodules,lung
25515134_Fig1,pleural effusion,pleural space,lung
30154522_Fig6,absence of obvious pathological changes,kidney,kidney
30154522_Fig6,absence of obvious pathological changes,liver,liver
30154522_Fig6,absence of obvious pathological changes,brain,brain
26165904_F1,pneumomediastinum,mediastinum,mediastinum
26165904_F1,subcutaneous air,skin,skin
26165904_F1,lung mass,left upper lobe,lung
25632278_fig2,dual chamber pacemaker,ventricles,heart
30542392_f2-etm-0-0-6807,inflammation,brain,brain
26185473_f2-oajsm-6-225,chondral erosions,posterior,elbow joint
31619892_F2,tumor,unknown,unknown
25624929_F1,scoliosis,thoracolumbar spine,spine
30387811_f5-ijmm-43-01-0185,constipation,colon,transverse colon
26236596_fig1,pulmonary consolidation,peri-hilar region,lung
26236596_fig1,partial collapse,right middle lobe,lung
25614810_fig02,hemorrhages,airspaces,lungs
30538868_fig6,sialolithiasis,excretory ducts,salivary gland
30538868_fig6,intercalated duct lesions,intercalated ducts,salivary gland
26236590_fig1,mediastinal mass,superior vena cava,mediastinum
25988054_OMU049F3,micronodular disease,lung parenchyma,lung
30643658_fig1,neoplastic lymphoid cells,,thyroid
30643658_fig1,neoplastic lymphoid cells,small blood vessels,lung
30643658_fig1,neoplastic lymphoid cells,small blood vessels,omentum
30643658_fig1,neoplastic lymphoid cells,small blood vessels,gall bladder
26236590_fig2,pleural enhancement,pleura,pleura
26236590_fig2,bridging veins,chest wall,chest wall
25878428_F1,scrub typhus,diffuse bilateral infiltrates,lungs
25878428_F1,acute respiratory distress syndrome,diffuse bilateral infiltrates,lungs
30686996_F1,gliomas,brain,brain
26236610_fig2,rounded inferio-medial nodule,left lower lobe,lung
31600225_pone.0222523.g001,vertebral bone,vertebral bone,vertebral region
25878439_F1,pleural effusion,right side,lung
25878439_F1,blunting,right costophrenic angle,lung
30583600_ijms-20-00055-f004,inflammation,alveoli,lung
30583600_ijms-20-00055-f004,inflammation,inflammatory cells,lung
26236529_fig3,infiltrates,left lower lung,lung
31632864_FIG1,liver,,liver
31632864_FIG1,kidneys,,kidneys
31632864_FIG1,spleen,,spleen
31632864_FIG1,pancreas,,pancreas
31632864_FIG1,aorta,,blood vessels
31632864_FIG1,inferior vena cava,,blood vessels
25883755_F3,permanent pacemaker,,right atrium
25883755_F3,permanent pacemaker,ventricle,functional right ventricle
25883755_F3,right-sided aortic arch,,heart
30979018_nanomaterials-09-00599-f005,ES PLA95/β-TCP GTR barriers,tooth,tooth
26112859_F3,lesion,esophagus,esophagus
26112859_F3,fistulous tract,esophagus,esophagus
26112859_F3,irregular cavity,lung,lung
31649872_F5,liposarcoma,,kidney
31649872_F5,pleomorphic sarcoma,poorly vascularized,lung
31649872_F5,liposarcoma,fatty tissue,lung
25988036_OMU031F1,orogastric tube,proximal esophagus,esophagus
31013842_antioxidants-08-00099-f001,uterine leiomyoma cells,uterus,uterus
26246658_FS4,transglottic T3 tumor,superior paraglottic space,larynx
26246658_FS4,transglottic T3 tumor,cricoid cartilage,larynx
31636891_f1,cystic lesion,T4-T8 spinal levels,spinal cord
26236342_fig1,cardiomegaly,heart,heart
26246658_FS10,tumor,glottic-subglottic,larynx
26246658_FS10,tumor,cricoid,larynx
26246658_FS10,tumor,extralaryngeal,larynx
31784631_Fig1,tibialis anterior tendons,tibialis anterior,lower leg
31784631_Fig1,tibialis posterior tendons,tibialis posterior,lower leg
30939854_medsci-07-00055-f003,macrovesicular steatosis,hepatic parenchyma,liver
26246658_FS11,tumor,glottic-subglottic region,throat
26246658_FS11,tumor,first tracheal ring,throat
26246658_FS11,tumor,extralaryngeal,throat
31819817_F2,tumor,spine,cervical spine
26303737_fig04,recurrence,,chest
31147293_f0020,tumor growth,lung,lung
26199074_Fig1,internal carotid artery dissection,internal carotid artery,artery
31819817_F3,mass,C1-C7,cervical cord
26333861_F0001,cardiomegaly,,heart
26333861_F0001,bi-basilar effusion,base of the lungs,lungs
26333861_F0001,atelectasis,lung tissue,lungs
26333861_F0001,infiltrate,lung fields,lungs
31147293_f0055,tumor growth,nude mice,mice
26180389_F1,hydatid cysts,lung,lung
31819817_F4,myelomalacia,C2-C3 through C6,spinal cord
31289790_f1,intraductal papillary mucinous neoplasia,ducts,pancreatic
26178424_RJV083F2,pseudoaneurysm,right lumbar artery,artery
31865234_fig0010,heterogenic hyperintense content,gallbladder,gallbladder
26357477_f2-tcrm-11-1291,tracheobronchial foreign body,tracheobronchial tree,lungs
31289790_f3,pancreatic intraepithelial neoplasia-3,multifocal high-grade dysplasia,pancreas
26273541_fig3,metastatic lesion,left inferior pubic ramus,pelvis
26273541_fig3,sclerotic lesion,same region,pelvis
26273541_fig3,normal activity,central pelvis,pelvis
31878948_Fig1,BL0293-F563 metastatic disease,liver,liver
26871829_F1,calcifications,lung,lungs
31297357_f2-vsi-35-77,glomerular structures,glomeruli,kidney
26174835_Fig3,Mondini dysplasia,enlarged vestibular aqueduct,inner ear
26174835_Fig3,Mondini dysplasia,malformation of the cochlea,inner ear
31929934_fig1,high-signal white matter changes,vascular territory,white matter
31929934_fig1,mass effect,vascular territory,white matter
24808922_F1,pleural effusion,left,lung
31221816_F3,liver metastasis,parenchyma,liver
25966874_Fig4,teratomas,ovaries,ovaries
31929934_fig2,signal changes,transversal T2-weighted MR images,kidney
24831404_f01,perihilar reticulonodular infiltrate,perihilar regions,lung
24831404_f01,reticulonodular infiltrate,basilar regions,lung
31173268_f4-or-0-0-7184,leukemic infiltration,,brain parenchyma
31173268_f4-or-0-0-7184,leukemic infiltration,,brain parenchyma
31173268_f4-or-0-0-7184,leukemic infiltration,,lumbar spinal cord
31173268_f4-or-0-0-7184,leukemic infiltration,,cerebellum
26380129_fig2,ground-glass opacities,bilateral lungs,lungs
26380129_fig2,tree-in-bud opacities,small airways,lungs
31860997_F1,tophus mass,tarsal tunnel,tarsal
31860997_F1,tendonitis,foot tendon,foot
25031900_F1,pulmonary fibrosis,right upper lobe,lung
25031900_F1,tracheal shift, trachea,trachea
25031900_F1,secondary infection,areas opacity,lung
25031900_F1,pulmonary fibrosis,right upper lobe,lung
25031900_F1,tracheal shift,empty,trachea
25031900_F1,secondary infection,areas of increased opacity,lung
31270368_Fig3,inflammation,empty,jejunum
31270368_Fig3,tissue disruption,empty,jejunum
26231173_Fig1,mass,main bronchus,lung
31908952_f0010,cerebral atrophy,cerebral hemispheres,brain
31908952_f0010,cerebellar atrophy,cerebellum,brain
24929921_F3,pulmonary edema,alveolar spaces,lung
31534523_F7,wound area,empty,skin
31534523_F7,neo-epidermis,empty,skin
31534523_F7,epidermis,empty,skin
26240754_Fig1,renal cell carcinoma,tumor,kidney
25045571_fig1,consolidation,lung,lung
31534521_F2,TCF12 overexpression,,HCC
31534521_F2,TCF12 silencing,,HCC
31534521_F2,intrahepatic metastatic nodules,intrahepatic,liver
31534521_F2,lung metastatic nodules,lung,lung
31856159_pcbi.1006997.g002,motion blurring,none,worm
26949552_fig1,pneumomediastinum,mediastinum,mediastinum
26949552_fig1,pleural effusion,pleura,pleura
31534513_F9,apoptotic cells,empty,tumor
26501064_F1,pseudoaneurysm,superficial temporal artery,artery
31856159_pcbi.1006997.g005,MR image,glomeruli,renal
26879846_Fig1,homogenous opacity,left middle zones,lung
26879846_Fig1,cavitary lesion,left middle zones,lung
31534553_F8,apoptotic cell death,empty,tumor
31534553_F8,cell proliferation,empty,tumor
31534553_F8,DNA fragmentation,empty,tumor
31534553_F8,oxidative stress,empty,tumor
31534553_F8,hypoxic conditions,empty,tumor
26943416_Fig1,right breast carcinoma,right breast,breast
31856159_pcbi.1006997.g007,position prediction,,kidney
31534552_F10,disordered structure,defect region,cartilage
31534552_F10,disorder,defect region,cartilage
31534552_F10,hyaline cartilage-like tissue,defect region,cartilage
31534552_F10,hyaline cartilage-like tissue,defect region,cartilage
31534552_F10,disordered structure,defect region,bone
31534552_F10,less and incomplete bony tissue,defect region,bone
31534552_F10,disorder,defect region,cartilage
31534552_F10,hyaline cartilage-like tissue,defect region,cartilage
31534552_F10,disordered structure,defect region,bone
31534552_F10,less and incomplete bony tissue,defect region,bone
26500888_F1,spread of intermediate dose distribution,empty,target
31856159_pcbi.1006997.g008,enlarging the prediction horizon,unknown,unknown
26879846_Fig5,pleural effusion,left pleural space,pleura
31569722_animals-09-00736-f004,acute loss of parietal cells,parietal cells,gastric mucosa
31569722_animals-09-00736-f004,severe damage to the general structure,general structure,gastric mucosa
31569722_animals-09-00736-f004,acute loss of parietal cells,parietal cells,gastric mucosa
31569722_animals-09-00736-f004,severe damage to the general structure,general structure,gastric mucosa
31569722_animals-09-00736-f004,acute loss of parietal cells,parietal cells,gastric mucosa
31569722_animals-09-00736-f004,severe damage to the general structure,general structure,gastric mucosa
26943422_Fig4,pancreatico-duodenal-biliary region,pancreas,pancreas
31900669_Fig8,renal cyst,septa,kidney
24259193_Fig1,diffuse bronchial interstitial edema,bronchial walls and surrounding interstitial tissue,lung
24259193_Fig1,air bronchogram,,lung
24259193_Fig1,increased attenuation,right lung base,lung
24259193_Fig1,cardiac enlargement,,heart
24259193_Fig1,tracheal tube,,trachea
24259193_Fig1,jugular catheter,right jugular vein,jugular vein
31635073_animals-09-00830-f001,H&E staining,jejunum,jejunum
26271278_Fig2,fluid,liver,liver
26271278_Fig2,gas,liver,liver
31900669_Fig9,Bosniak category IV renal cyst,renal cyst,kidney
31900669_Fig9,enhancing nodule,peripheral nodule,kidney
25368667_F5,pneumonia,lung,lung
31749979_F1,complex glands,glands,gland
26301113_fig3,ectopic kidney,lower portion of hemithorax,kidney
31900689_Fig8,primary cardiac sarcoma,retroatrial mass,heart
31900689_Fig8,primary cardiac sarcoma,retroatrial mass,heart
25374636_F0001,pneumonia,right upper pulmonary lobe,lung
25374636_F0001,tumor,right upper pulmonary lobe,lung
25374636_F0001,lung abscess,right upper pulmonary lobe,lung
31790950_fig0020,primary rectal cancer,rectal,rectal
31790950_fig0020,thyroid tumor,thyroid,thyroid
26445324_Fig1,polypoid mass,distal body,stomach
31973746_Fig4,apical intraventricular thrombosis,apex of the heart,heart
31973746_Fig4,late gadolinium enhancement,heart,heart
26908988_F1,DICOM header,chest,chest
31956349_F4,Ki-67,empty,xenografts
26495221_F1,tumor,nasal cavity,nasal cavity
31973746_Fig8,stratified thrombus,apical,heart
25568765_fig003,cavitary lesion,left midzone,lung
31966031_F6,T-cell infiltrate,intrasinusoidal,bone marrow
31966031_F6,hypercellularity,,bone marrow
32042588_fig0015,tumor,tumor,kidney
25553248_BMJRESP2014000066F2,ventilator-associated pneumonia,lung tissue,lungs
31914520_f2-kjp-57-6-665,Toxoplasma gondii,tissue cysts,brain
26561835_cancers-07-00886-f004,HNSCC,empty,head and neck
26561835_cancers-07-00886-f004,NOTC,empty,thyroid
32016687_Fig6,aortic valve,valve leaflets,heart
25553248_BMJRESP2014000066F5,chest x-ray,lung,lung
32153992_rbz036-F8,tissue changes,tissue,tissue
26717006_pone.0145754.g002,ctDNA detection,unknown,unknown
32103860_Fig4,DCE-MRI,kidney,kidney
25460486_fig0005,pneumothorax,pleural space,lung
25460486_fig0005,surgical emphysema,subcutaneous tissue,lung
32206115_F5,ERBB3 levels,tumor tissues,HCC
32206115_F5,metastatic nodules,metastatic nodules,lung
32206115_F5,HCC,tumor tissues,HCC
32154010_Fig1,intermuscular fat,IMF,paraspinal muscles
25329676_fig02,SFTSV,cytoplasm of atypical lymphoid cells,lymph node
25329676_fig02,SFTSV,,liver
25329676_fig02,Mucor,angio-invasion,lung
25329676_fig02,necrosis,lobular,lung
25329676_fig02,hemophagocytosis,,liver
32189898_F5,bone,,bone
32189898_F5,cementum,basophilic globular masses,bone
32189898_F5,fibrocellular connective tissue stroma,delicate fibrocellular connective tissue stroma,bone
26635954_fig2,pleural effusion,pleural space,lung
26635954_fig2,pericardial effusion,pericardial sac,heart
26635954_fig2,right atrium,right atrium,heart
26635954_fig2,right ventricle,right ventricle,heart
25029657_f01,absence of the left lung,left,lung
32189898_F6,osteocytes,lacunae,bone
26635957_fig4,impacted denture,,ileocecal valve
32128110_f3,chord,palmar,palmar
26894043_g01,pleural effusion,bilateral,lung
32189898_F7,basophilic globules of cementum,tooth,tooth
32189898_F7,delicate fibrocellular connective tissue stroma,tooth,tooth
32189898_F7,dispersed capillaries,tooth,tooth
26767086_F2,triple-negative cancer,left breast,breast
26767086_F2,triple-negative cancer,internal mammary node,breast
26767086_F2,triple-negative cancer,left breast,breast
26767086_F2,triple-negative cancer,axillary lymph node,breast
26767086_F2,triple-negative cancer,left breast,breast
26767086_F2,triple-negative cancer,internal mammary node,breast
26767086_F2,triple-negative cancer,left breast,breast
26767086_F2,triple-negative cancer,axillary lymph node,breast
26767086_F2,triple-negative cancer,left breast,breast
32111221_Fig1,hypertrophic ossification,odontoid process,spinal cord
32111221_Fig1,stenosis,C1 vertebra,C1 vertebra
32111221_Fig1,edematous changes,,spinal cord
25783402_F2,pneumothorax,lung,lung
25783402_F2,pneumothorax,lung,lung
25783402_F2,cavitary nodules,lung,lung
32189905_F2,parakeratinized stratified squamous epithelium,stratum corneum,skin
27298838_F5,avascular necrosis,neck,femoral
32111221_Fig3,cerebellar abscess,ring-enhanced,cerebellum
25785204_fig1,pleural effusion,pleural,pleura
32189905_F3,multinucleated giant cells,background,kidney
27298841_F3,multi-septated cystic mass,muscles,thigh
27298841_F3,multi-septated cystic mass,side,hemipelvis
32111221_Fig7,abscess,cerebellum,cerebellum
25721003_f1-gnl-09-247,infiltration,lung,lung
32189905_F4,vascular spaces,glomeruli,vascular spaces
26730952_pone.0146330.g002,vocal apparatus,,tongue
26730952_pone.0146330.g002,vocal apparatus,,hyoid
25750574_F1,homogenous opacity,retrocardiac,lung
25750574_F1,costophrenic angle blunting,costophrenic angle,lung
32189900_F5,cords,cords,kidney
32189900_F5,tubular areas,tubular areas,kidney
26730952_pone.0146330.g003,hyoid apparatus,hyoid apparatus,neck
26730952_pone.0146330.g003,larynx,larynx,neck
26730952_pone.0146330.g003,nostril region,nostril region,nasal cavity
32264827_Fig1,superior sagittal sinus thrombosis,superior sagittal sinus,brain
32264827_Fig1,acute infarct,brain,brain
32264827_Fig1,subarachnoid hemorrhage,subarachnoid space,brain
26995418_fig0005,collapsed left lung segment,left lung segment,lung
32189900_F6,Swiss cheese pattern,holes,tissue
26519813_fig0010,hypoplasia,right lobe,liver
26519813_fig0010,compensatory hypertrophy,left lobe,liver
32292484_fig2,bleeding,occipital lobe,brain
26995419_fig0005,pacemaker,upper left side,chest
32189900_F7,hyalinization,tissue,tissue
26519809_fig0005,pneumoperitoneum,abdomen,abdomen
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26519809_fig0005,subcutaneous emphysema,chest,chest
26995419_fig0025,permanent pacemaker,upper chest area,chest
26995419_fig0025,epicardial ventricular pacing lead,epicardium,heart
32189900_F8,perineural invasion,nerve,nerve
26624503_fig0005,Zuckerkandl paraganglioma,inferior mesenteric artery,organ of Zuckerkandl
32225079_molecules-25-01513-f002,Gd(III)-DOTA-silyl complex,renal,kidney
